,Unnamed: 0,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
6118833,6118833,4,26481.25,26481.25,0.0,0.0,0.0,1
6118834,6118834,1,26481.25,26481.25,0.0,1119942.48,1146423.73,1
6118835,6118835,4,254773.22,254773.22,0.0,0.0,0.0,1
6118836,6118836,1,254773.22,254773.22,0.0,672304.86,927078.09,1
6118837,6118837,4,127447.68,127447.68,0.0,0.0,0.0,1
6118838,6118838,1,127447.68,127447.68,0.0,1274456.97,1401904.65,1
6119235,6119235,4,1392337.38,1392337.38,0.0,0.0,0.0,1
6119236,6119236,1,1392337.38,1392337.38,0.0,125815.9,1518153.28,1
6120013,6120013,4,2136099.59,2136099.59,0.0,0.0,0.0,1
6120014,6120014,1,2136099.59,2136099.59,0.0,466582.86,2602682.46,1
6120237,6120237,4,202968.27,202968.27,0.0,0.0,0.0,1
6120238,6120238,1,202968.27,202968.27,0.0,618614.54,821582.81,1
6121272,6121272,4,37436.78,37436.78,0.0,0.0,0.0,1
6121273,6121273,1,37436.78,37436.78,0.0,0.0,37436.78,1
6121347,6121347,4,1253358.42,1253358.42,0.0,0.0,0.0,1
6121348,6121348,1,1253358.42,1253358.42,0.0,8398499.24,9651857.66,1
6121959,6121959,4,198888.16,198888.16,0.0,0.0,0.0,1
6121960,6121960,1,198888.16,198888.16,0.0,359018.15,557906.31,1
6121961,6121961,4,79594.91,79594.91,0.0,0.0,0.0,1
6121962,6121962,1,79594.91,79594.91,0.0,2009434.94,2089029.85,1
6122463,6122463,4,3707342.38,3707342.38,0.0,0.0,0.0,1
6122464,6122464,1,3707342.38,3707342.38,0.0,558618.2,4265960.58,1
6122723,6122723,4,342970.95,342970.95,0.0,0.0,0.0,1
6122724,6122724,1,342970.95,342970.95,0.0,660948.23,1003919.18,1
6123734,6123734,4,1989311.31,1989311.31,0.0,0.0,0.0,1
6123735,6123735,1,1989311.31,1989311.31,0.0,2475151.37,4464462.67,1
6127439,6127439,4,3297243.38,3297243.38,0.0,0.0,0.0,1
6127440,6127440,1,3297243.38,3297243.38,0.0,22757.65,3320001.02,1
6127441,6127441,4,10000000.0,12629417.41,2629417.41,0.0,0.0,1
6127442,6127442,1,10000000.0,10000000.0,0.0,0.0,10000000.0,1
6127443,6127443,4,2629417.41,2629417.41,0.0,0.0,0.0,1
6127444,6127444,1,2629417.41,2629417.41,0.0,0.0,2629417.41,1
6127445,6127445,4,108755.28,108755.28,0.0,0.0,0.0,1
6127446,6127446,1,108755.28,108755.28,0.0,27775.23,136530.51,1
6127447,6127447,4,107320.81,107320.81,0.0,0.0,0.0,1
6127448,6127448,1,107320.81,107320.81,0.0,289571.44,396892.25,1
6127449,6127449,4,5512595.16,5512595.16,0.0,0.0,0.0,1
6127450,6127450,1,5512595.16,5512595.16,0.0,201581.65,5714176.82,1
6127724,6127724,4,736521.51,736521.51,0.0,0.0,0.0,1
6127725,6127725,1,736521.51,736521.51,0.0,77874.55,814396.06,1
6127946,6127946,4,7469051.14,7469051.14,0.0,0.0,0.0,1
6127947,6127947,1,7469051.14,7469051.14,0.0,94820.42,7563871.56,1
6128526,6128526,4,161804.68,161804.68,0.0,0.0,0.0,1
6128527,6128527,1,161804.68,161804.68,0.0,22621.89,184426.57,1
6128871,6128871,4,1068398.61,1068398.61,0.0,0.0,0.0,1
6128872,6128872,1,1068398.61,1068398.61,0.0,0.0,1068398.61,1
6130056,6130056,4,5166393.44,5166393.44,0.0,0.0,0.0,1
6130057,6130057,1,5166393.44,5166393.44,0.0,0.0,5166393.44,1
6131926,6131926,4,74436.56,74436.56,0.0,0.0,0.0,1
6131927,6131927,1,74436.56,74436.56,0.0,201151.33,275587.89,1
6131928,6131928,4,57204.07,57204.07,0.0,0.0,0.0,1
6131929,6131929,1,57204.07,57204.07,0.0,2726027.96,2783232.03,1
6131930,6131930,4,2558618.27,2558618.27,0.0,0.0,0.0,1
6131931,6131931,1,2558618.27,2558618.27,0.0,13626415.3,16185033.57,1
6134800,6134800,4,179997.78,179997.78,0.0,0.0,0.0,1
6134801,6134801,1,179997.78,179997.78,0.0,55751.58,235749.36,1
6135242,6135242,4,25473.11,25473.11,0.0,0.0,0.0,1
6135243,6135243,1,25473.11,25473.11,0.0,4747.03,30220.14,1
6135683,6135683,4,412668.39,412668.39,0.0,0.0,0.0,1
6135684,6135684,1,412668.39,412668.39,0.0,1445047.47,1857715.86,1
6145035,6145035,4,99656.93,99656.93,0.0,0.0,0.0,1
6145036,6145036,1,99656.93,99656.93,0.0,0.0,99656.93,1
6145046,6145046,4,534158.52,534158.52,0.0,0.0,0.0,1
6145047,6145047,1,534158.52,534158.52,0.0,5156.57,539315.09,1
6145405,6145405,4,24773.86,24773.86,0.0,0.0,0.0,1
6145406,6145406,1,24773.86,24773.86,0.0,11003181.73,11027955.59,1
6145884,6145884,4,1634229.02,1634229.02,0.0,0.0,0.0,1
6145885,6145885,1,1634229.02,1634229.02,0.0,0.0,1634229.02,1
6151537,6151537,4,105097.16,105097.16,0.0,0.0,0.0,1
6151538,6151538,1,105097.16,105097.16,0.0,1965333.76,2070430.91,1
6152639,6152639,4,594471.04,594471.04,0.0,0.0,0.0,1
6152640,6152640,1,594471.04,594471.04,0.0,1788456.17,2382927.21,1
6152705,6152705,4,82764.07,82764.07,0.0,0.0,0.0,1
6152706,6152706,1,82764.07,82764.07,0.0,99601.89,182365.96,1
6153581,6153581,4,1139983.15,1139983.15,0.0,0.0,0.0,1
6153582,6153582,1,1139983.15,1139983.15,0.0,164063.15,1304046.31,1
6154176,6154176,4,400276.72,400276.72,0.0,0.0,0.0,1
6154177,6154177,1,400276.72,400276.72,0.0,244756.45,645033.17,1
6158788,6158788,4,126431.61,126431.61,0.0,0.0,0.0,1
6158789,6158789,1,126431.61,126431.61,0.0,1089215.22,1215646.84,1
6160574,6160574,4,1571565.56,1571565.56,0.0,0.0,0.0,1
6160575,6160575,1,1571565.56,1571565.56,0.0,0.0,1571565.56,1
6160587,6160587,4,461442.52,461442.52,0.0,0.0,0.0,1
6160588,6160588,1,461442.52,461442.52,0.0,11029.55,472472.07,1
6160592,6160592,4,21662.5,21662.5,0.0,0.0,0.0,1
6160593,6160593,1,21662.5,21662.5,0.0,0.0,21662.5,1
6160866,6160866,4,1057053.6,1057053.6,0.0,0.0,0.0,1
6160867,6160867,1,1057053.6,1057053.6,0.0,0.0,1057053.6,1
6160908,6160908,4,668473.23,668473.23,0.0,0.0,0.0,1
6160909,6160909,1,668473.23,668473.23,0.0,505899.37,1174372.6,1
6161090,6161090,4,29473.67,29473.67,0.0,0.0,0.0,1
6161091,6161091,1,29473.67,29473.67,0.0,32212.58,61686.25,1
6161404,6161404,4,342309.91,342309.91,0.0,0.0,0.0,1
6161405,6161405,1,342309.91,342309.91,0.0,0.0,342309.91,1
6161964,6161964,4,21418.86,21418.86,0.0,0.0,0.0,1
6161965,6161965,1,21418.86,21418.86,0.0,534670.27,556089.13,1
6162768,6162768,4,1613281.82,1613281.82,0.0,0.0,0.0,1
6162769,6162769,1,1613281.82,1613281.82,0.0,2312268.26,3925550.08,1
6163144,6163144,4,85303.24,85303.24,0.0,0.0,0.0,1
6163145,6163145,1,85303.24,85303.24,0.0,0.0,85303.24,1
6166140,6166140,4,879321.88,879321.88,0.0,0.0,0.0,1
6166141,6166141,1,879321.88,879321.88,0.0,0.0,879321.88,1
6166262,6166262,4,150924.76,150924.76,0.0,0.0,0.0,1
6166263,6166263,1,150924.76,150924.76,0.0,0.0,150924.76,1
6166270,6166270,4,3774777.76,3774777.76,0.0,0.0,0.0,1
6166271,6166271,1,3774777.76,3774777.76,0.0,597455.51,4372233.27,1
6166279,6166279,4,759257.55,759257.55,0.0,0.0,0.0,1
6166280,6166280,1,759257.55,759257.55,0.0,36297.01,795554.56,1
6166545,6166545,4,407907.34,407907.34,0.0,0.0,0.0,1
6166546,6166546,1,407907.34,407907.34,0.0,314866.4,722773.75,1
6166723,6166723,4,483713.23,483713.23,0.0,0.0,0.0,1
6166724,6166724,1,483713.23,483713.23,0.0,11048671.02,11532384.25,1
6166758,6166758,4,3227.06,3227.06,0.0,0.0,0.0,1
6166759,6166759,1,3227.06,3227.06,0.0,110314.88,113541.94,1
6166763,6166763,4,1669143.57,1669143.57,0.0,0.0,0.0,1
6166764,6166764,1,1669143.57,1669143.57,0.0,2026536.5,3695680.08,1
6166840,6166840,4,813992.49,813992.49,0.0,0.0,0.0,1
6166841,6166841,1,813992.49,813992.49,0.0,24794625.2,25608617.69,1
6166979,6166979,4,45116.24,45116.24,0.0,0.0,0.0,1
6166980,6166980,1,45116.24,45116.24,0.0,0.0,45116.24,1
6167566,6167566,4,492003.04,492003.04,0.0,0.0,0.0,1
6167567,6167567,1,492003.04,492003.04,0.0,24292.72,516295.76,1
6167693,6167693,4,692743.57,692743.57,0.0,0.0,0.0,1
6167694,6167694,1,692743.57,692743.57,0.0,0.0,692743.57,1
6168021,6168021,4,221077.97,221077.97,0.0,0.0,0.0,1
6168022,6168022,1,221077.97,221077.97,0.0,0.0,221077.97,1
6168336,6168336,4,22824.08,22824.08,0.0,0.0,0.0,1
6168337,6168337,1,22824.08,22824.08,0.0,22244.35,45068.43,1
6168485,6168485,4,1688761.08,1688761.08,0.0,0.0,0.0,1
6168486,6168486,1,1688761.08,1688761.08,0.0,0.0,1688761.08,1
6168487,6168487,4,254528.76,254528.76,0.0,0.0,0.0,1
6168488,6168488,1,254528.76,254528.76,0.0,380985.06,635513.82,1
6168489,6168489,4,151105.97,151105.97,0.0,0.0,0.0,1
6168490,6168490,1,151105.97,151105.97,0.0,0.0,151105.97,1
6168491,6168491,4,244312.69,244312.69,0.0,0.0,0.0,1
6168492,6168492,1,244312.69,244312.69,0.0,2551013.59,2795326.27,1
6168493,6168493,4,10000000.0,33576297.1,23576297.1,0.0,0.0,1
6168494,6168494,1,10000000.0,10000000.0,0.0,0.0,10000000.0,1
6168495,6168495,4,10000000.0,23576297.1,13576297.1,0.0,0.0,1
6168496,6168496,1,10000000.0,10000000.0,0.0,239962.98,10239962.98,1
6168497,6168497,4,10000000.0,13576297.1,3576297.1,0.0,0.0,1
6168498,6168498,1,10000000.0,10000000.0,0.0,0.0,10000000.0,1
6168499,6168499,4,3576297.1,3576297.1,3576297.1,0.0,0.0,1
6168500,6168500,1,0.0,0.0,0.0,230289.66,230289.66,1
6168501,6168501,4,353785.26,353785.26,0.0,0.0,0.0,1
6168502,6168502,1,353785.26,353785.26,0.0,0.0,353785.26,1
6168503,6168503,4,9421856.87,9421856.87,0.0,0.0,0.0,1
6168504,6168504,1,9421856.87,9421856.87,0.0,0.0,9421856.87,1
6168505,6168505,4,1025082.07,1025082.07,0.0,0.0,0.0,1
6168506,6168506,1,1025082.07,1025082.07,0.0,1430070.2,2455152.27,1
6168507,6168507,4,2689.43,2689.43,0.0,0.0,0.0,1
6168508,6168508,1,2689.43,2689.43,0.0,854373.6,857063.03,1
6168509,6168509,4,346795.44,346795.44,0.0,0.0,0.0,1
6168510,6168510,1,346795.44,346795.44,0.0,0.0,346795.44,1
6168528,6168528,4,1235544.92,1235544.92,0.0,0.0,0.0,1
6168529,6168529,1,1235544.92,1235544.92,0.0,1981608.99,3217153.91,1
6168629,6168629,4,2100951.58,2100951.58,0.0,0.0,0.0,1
6168630,6168630,1,2100951.58,2100951.58,0.0,0.0,2100951.58,1
6168644,6168644,4,24424.67,24424.67,0.0,0.0,0.0,1
6168645,6168645,1,24424.67,24424.67,0.0,0.0,24424.67,1
6168655,6168655,4,788855.1,788855.1,0.0,0.0,0.0,1
6168656,6168656,1,788855.1,788855.1,0.0,32662.41,821517.51,1
6168657,6168657,4,544352.53,544352.53,0.0,0.0,0.0,1
6168658,6168658,1,544352.53,544352.53,0.0,0.0,544352.53,1
6168659,6168659,4,227231.78,227231.78,0.0,0.0,0.0,1
6168660,6168660,1,227231.78,227231.78,0.0,1606681.0,1833912.79,1
6168661,6168661,4,839077.79,839077.79,0.0,0.0,0.0,1
6168662,6168662,1,839077.79,839077.79,0.0,0.0,839077.79,1
6168663,6168663,4,188844.13,188844.13,0.0,0.0,0.0,1
6168664,6168664,1,188844.13,188844.13,0.0,146960.09,335804.22,1
6168665,6168665,4,74709.4,74709.4,0.0,0.0,0.0,1
6168666,6168666,1,74709.4,74709.4,0.0,233625.43,308334.83,1
6168667,6168667,4,776303.43,776303.43,0.0,0.0,0.0,1
6168668,6168668,1,776303.43,776303.43,0.0,414402.89,1190706.32,1
6168669,6168669,4,111467.61,111467.61,0.0,0.0,0.0,1
6168670,6168670,1,111467.61,111467.61,0.0,668384.6,779852.21,1
6168671,6168671,4,3332748.16,3332748.16,0.0,0.0,0.0,1
6168672,6168672,1,3332748.16,3332748.16,0.0,5578716.58,8911464.74,1
6168673,6168673,4,131050.76,131050.76,0.0,0.0,0.0,1
6168674,6168674,1,131050.76,131050.76,0.0,5291949.84,5423000.6,1
6168675,6168675,4,2719.66,2719.66,0.0,0.0,0.0,1
6168676,6168676,1,2719.66,2719.66,0.0,1588874.92,1591594.58,1
6168677,6168677,4,643052.88,643052.88,0.0,0.0,0.0,1
6168678,6168678,1,643052.88,643052.88,0.0,0.0,643052.88,1
6168679,6168679,4,3571807.73,3571807.73,0.0,0.0,0.0,1
6168680,6168680,1,3571807.73,3571807.73,0.0,527694.86,4099502.59,1
6168681,6168681,4,2190762.32,2190762.32,0.0,0.0,0.0,1
6168682,6168682,1,2190762.32,2190762.32,0.0,0.0,2190762.32,1
6168683,6168683,4,316877.85,316877.85,0.0,0.0,0.0,1
6168684,6168684,1,316877.85,316877.85,0.0,0.0,316877.85,1
6168685,6168685,4,244519.75,244519.75,0.0,0.0,0.0,1
6168686,6168686,1,244519.75,244519.75,0.0,560989.59,805509.34,1
6168687,6168687,4,4529.65,4529.65,0.0,0.0,0.0,1
6168688,6168688,1,4529.65,4529.65,0.0,293443.08,297972.73,1
6168689,6168689,4,1268931.21,1268931.21,0.0,0.0,0.0,1
6168690,6168690,1,1268931.21,1268931.21,0.0,10940338.7,12209269.9,1
6168691,6168691,4,209829.57,209829.57,0.0,0.0,0.0,1
6168692,6168692,1,209829.57,209829.57,0.0,0.0,209829.57,1
6168693,6168693,4,889.76,889.76,0.0,0.0,0.0,1
6168694,6168694,1,889.76,889.76,0.0,29138.76,30028.51,1
6168695,6168695,4,2517188.06,2517188.06,0.0,0.0,0.0,1
6168696,6168696,1,2517188.06,2517188.06,0.0,149509.18,2666697.24,1
6168697,6168697,4,1431634.93,1431634.93,0.0,0.0,0.0,1
6168698,6168698,1,1431634.93,1431634.93,0.0,0.0,1431634.93,1
6168699,6168699,4,175290.91,175290.91,0.0,0.0,0.0,1
6168700,6168700,1,175290.91,175290.91,0.0,0.0,175290.91,1
6168701,6168701,4,55539.89,55539.89,0.0,0.0,0.0,1
6168702,6168702,1,55539.89,55539.89,0.0,498366.47,553906.36,1
6168703,6168703,4,127564.33,127564.33,0.0,0.0,0.0,1
6168704,6168704,1,127564.33,127564.33,0.0,272123.54,399687.88,1
6168705,6168705,4,91655.26,91655.26,0.0,0.0,0.0,1
6168706,6168706,1,91655.26,91655.26,0.0,133662.97,225318.23,1
6168707,6168707,4,143275.81,143275.81,0.0,0.0,0.0,1
6168708,6168708,1,143275.81,143275.81,0.0,6346481.09,6489756.9,1
6168709,6168709,4,357882.83,357882.83,0.0,0.0,0.0,1
6168710,6168710,1,357882.83,357882.83,0.0,901329.73,1259212.55,1
6168711,6168711,4,912117.82,912117.82,0.0,0.0,0.0,1
6168712,6168712,1,912117.82,912117.82,0.0,2960454.33,3872572.14,1
6168713,6168713,4,730677.5,730677.5,0.0,0.0,0.0,1
6168714,6168714,1,730677.5,730677.5,0.0,0.0,730677.5,1
6168715,6168715,4,1383818.98,1383818.98,0.0,0.0,0.0,1
6168716,6168716,1,1383818.98,1383818.98,0.0,26146.79,1409965.77,1
6168717,6168717,4,31945.44,31945.44,0.0,0.0,0.0,1
6168718,6168718,1,31945.44,31945.44,0.0,95415.09,127360.53,1
6168719,6168719,4,2763025.35,2763025.35,0.0,0.0,0.0,1
6168720,6168720,1,2763025.35,2763025.35,0.0,74021.98,2837047.33,1
6168721,6168721,4,285294.11,285294.11,0.0,0.0,0.0,1
6168722,6168722,1,285294.11,285294.11,0.0,181588.17,466882.27,1
6168723,6168723,4,615954.92,615954.92,0.0,0.0,0.0,1
6168724,6168724,1,615954.92,615954.92,0.0,3271323.95,3887278.88,1
6168725,6168725,4,348983.86,348983.86,0.0,0.0,0.0,1
6168726,6168726,1,348983.86,348983.86,0.0,73131.44,422115.3,1
6168727,6168727,4,897131.97,897131.97,0.0,0.0,0.0,1
6168728,6168728,1,897131.97,897131.97,0.0,533166.71,1430298.68,1
6168729,6168729,4,2329379.8,2329379.8,0.0,0.0,0.0,1
6168730,6168730,1,2329379.8,2329379.8,0.0,53551.16,2382930.96,1
6168731,6168731,4,2305939.38,2305939.38,0.0,0.0,0.0,1
6168732,6168732,1,2305939.38,2305939.38,0.0,0.0,2305939.38,1
6168733,6168733,4,6324299.91,6324299.91,0.0,0.0,0.0,1
6168734,6168734,1,6324299.91,6324299.91,0.0,411927.3,6736227.21,1
6168735,6168735,4,8208916.0,8208916.0,0.0,0.0,0.0,1
6168736,6168736,1,8208916.0,8208916.0,0.0,543017.19,8751933.19,1
6168737,6168737,4,8770.06,8770.06,0.0,0.0,0.0,1
6168738,6168738,1,8770.06,8770.06,0.0,0.0,8770.06,1
6168739,6168739,4,203881.96,203881.96,0.0,0.0,0.0,1
6168740,6168740,1,203881.96,203881.96,0.0,0.0,203881.96,1
6169346,6169346,4,190662.7,190662.7,0.0,0.0,0.0,1
6169347,6169347,1,190662.7,190662.7,0.0,309903.6,500566.3,1
6170317,6170317,4,102371.12,102371.12,0.0,0.0,0.0,1
6170318,6170318,1,102371.12,102371.12,0.0,0.0,102371.12,1
6170480,6170480,4,1676936.79,1676936.79,0.0,0.0,0.0,1
6170481,6170481,1,1676936.79,1676936.79,0.0,40039.54,1716976.33,1
6170519,6170519,4,96989.06,96989.06,0.0,0.0,0.0,1
6170520,6170520,1,96989.06,96989.06,0.0,1112486.16,1209475.22,1
6171062,6171062,4,1565621.39,1565621.39,0.0,0.0,0.0,1
6171063,6171063,1,1565621.39,1565621.39,0.0,221000.18,1786621.57,1
6171374,6171374,4,3200818.85,3200818.85,0.0,0.0,0.0,1
6171375,6171375,1,3200818.85,3200818.85,0.0,1537906.56,4738725.41,1
6171501,6171501,4,25529.76,25529.76,0.0,0.0,0.0,1
6171502,6171502,1,25529.76,25529.76,0.0,9798.98,35328.74,1
6171540,6171540,4,2905831.61,2905831.61,0.0,0.0,0.0,1
6171541,6171541,1,2905831.61,2905831.61,0.0,0.0,2905831.61,1
6171722,6171722,4,633610.66,633610.66,0.0,0.0,0.0,1
6171723,6171723,1,633610.66,633610.66,0.0,0.0,633610.66,1
6173011,6173011,4,30245.46,30245.46,0.0,0.0,0.0,1
6173012,6173012,1,30245.46,30245.46,0.0,178594.07,208839.53,1
6174267,6174267,4,2472250.47,2472250.47,0.0,0.0,0.0,1
6174268,6174268,1,2472250.47,2472250.47,0.0,4136.88,2476387.35,1
6174411,6174411,4,1246169.57,1246169.57,0.0,0.0,0.0,1
6174412,6174412,1,1246169.57,1246169.57,0.0,4197204.09,5443373.66,1
6174551,6174551,4,3370781.65,3370781.65,0.0,0.0,0.0,1
6174552,6174552,1,3370781.65,3370781.65,0.0,1214442.64,4585224.29,1
6175132,6175132,4,320977.49,320977.49,0.0,0.0,0.0,1
6175133,6175133,1,320977.49,320977.49,0.0,0.0,320977.49,1
6175134,6175134,4,55828.87,55828.87,0.0,0.0,0.0,1
6175135,6175135,1,55828.87,55828.87,0.0,0.0,55828.87,1
6175271,6175271,4,1650856.19,1650856.19,0.0,0.0,0.0,1
6175272,6175272,1,1650856.19,1650856.19,0.0,1295493.53,2946349.71,1
6175292,6175292,4,3968964.4,3968964.4,0.0,0.0,0.0,1
6175293,6175293,1,3968964.4,3968964.4,0.0,419593.77,4388558.17,1
6175794,6175794,4,325668.67,325668.67,0.0,0.0,0.0,1
6175795,6175795,1,325668.67,325668.67,0.0,0.0,325668.67,1
6176229,6176229,4,757401.17,757401.17,0.0,0.0,0.0,1
6176230,6176230,1,757401.17,757401.17,0.0,465267.97,1222669.13,1
6176726,6176726,4,112958.85,112958.85,0.0,0.0,0.0,1
6176727,6176727,1,112958.85,112958.85,0.0,159150.2,272109.05,1
6176878,6176878,4,364715.24,364715.24,0.0,0.0,0.0,1
6176879,6176879,1,364715.24,364715.24,0.0,547144.76,911860.0,1
6178607,6178607,4,1167816.02,1167816.02,0.0,0.0,0.0,1
6178608,6178608,1,1167816.02,1167816.02,0.0,71833.68,1239649.71,1
6179146,6179146,4,254947.37,254947.37,0.0,0.0,0.0,1
6179147,6179147,1,254947.37,254947.37,0.0,0.0,254947.37,1
6181227,6181227,4,2202575.1,2202575.1,0.0,0.0,0.0,1
6181228,6181228,1,2202575.1,2202575.1,0.0,1006442.23,3209017.33,1
6181419,6181419,4,1828.6,1828.6,0.0,0.0,0.0,1
6181420,6181420,1,1828.6,1828.6,0.0,615881.78,617710.37,1
6181535,6181535,4,92641.52,92641.52,0.0,0.0,0.0,1
6181536,6181536,1,92641.52,92641.52,0.0,899062.84,991704.37,1
6183491,6183491,4,175203.45,175203.45,0.0,0.0,0.0,1
6183492,6183492,1,175203.45,175203.45,0.0,2735776.45,2910979.9,1
6183881,6183881,4,122816.67,122816.67,0.0,0.0,0.0,1
6183882,6183882,1,122816.67,122816.67,0.0,807810.34,930627.01,1
6184563,6184563,4,1893451.73,1893451.73,0.0,0.0,0.0,1
6184564,6184564,1,1893451.73,1893451.73,0.0,488873.27,2382324.99,1
6185979,6185979,4,3596.83,3596.83,0.0,0.0,0.0,1
6185980,6185980,1,3596.83,3596.83,0.0,695666.18,699263.0,1
6186041,6186041,4,1839972.36,1839972.36,0.0,0.0,0.0,1
6186042,6186042,1,1839972.36,1839972.36,0.0,172909.36,2012881.72,1
6186773,6186773,4,7365106.76,7365106.76,0.0,0.0,0.0,1
6186774,6186774,1,7365106.76,7365106.76,0.0,300576.97,7665683.73,1
6186775,6186775,4,112988.36,112988.36,0.0,0.0,0.0,1
6186776,6186776,1,112988.36,112988.36,0.0,70859.52,183847.89,1
6186777,6186777,4,2747.85,2747.85,0.0,0.0,0.0,1
6186778,6186778,1,2747.85,2747.85,0.0,1103433.35,1106181.2,1
6186779,6186779,4,30790.13,30790.13,0.0,0.0,0.0,1
6186780,6186780,1,30790.13,30790.13,0.0,148453.03,179243.16,1
6186781,6186781,4,66188.66,66188.66,0.0,0.0,0.0,1
6186782,6186782,1,66188.66,66188.66,0.0,715846.03,782034.69,1
6186783,6186783,4,2895954.99,2895954.99,0.0,0.0,0.0,1
6186784,6186784,1,2895954.99,2895954.99,0.0,442643.89,3338598.88,1
6186785,6186785,4,32521.24,32521.24,0.0,0.0,0.0,1
6186786,6186786,1,32521.24,32521.24,0.0,327985.18,360506.42,1
6187034,6187034,4,577301.73,577301.73,0.0,0.0,0.0,1
6187035,6187035,1,577301.73,577301.73,0.0,0.0,577301.73,1
6187204,6187204,4,51416.07,51416.07,0.0,0.0,0.0,1
6187205,6187205,1,51416.07,51416.07,0.0,62726.44,114142.52,1
6187232,6187232,4,2561698.04,2561698.04,0.0,0.0,0.0,1
6187233,6187233,1,2561698.04,2561698.04,0.0,93471.68,2655169.72,1
6187267,6187267,4,22117.99,22117.99,0.0,0.0,0.0,1
6187268,6187268,1,22117.99,22117.99,0.0,581228.15,603346.15,1
6187830,6187830,4,103053.5,103053.5,0.0,0.0,0.0,1
6187831,6187831,1,103053.5,103053.5,0.0,99565.57,202619.07,1
6187832,6187832,4,15093.69,15093.69,0.0,0.0,0.0,1
6187833,6187833,1,15093.69,15093.69,0.0,700860.28,715953.97,1
6187838,6187838,4,176626.77,176626.77,0.0,0.0,0.0,1
6187839,6187839,1,176626.77,176626.77,0.0,3939114.73,4115741.5,1
6188082,6188082,4,1021194.38,1021194.38,0.0,0.0,0.0,1
6188083,6188083,1,1021194.38,1021194.38,0.0,0.0,1021194.38,1
6188786,6188786,4,2925859.58,2925859.58,0.0,0.0,0.0,1
6188787,6188787,1,2925859.58,2925859.58,0.0,148038.26,3073897.84,1
6188956,6188956,4,9274.56,9274.56,0.0,0.0,0.0,1
6188957,6188957,1,9274.56,9274.56,0.0,0.0,9274.56,1
6189311,6189311,4,3712.11,3712.11,0.0,0.0,0.0,1
6189312,6189312,1,3712.11,3712.11,0.0,185441.34,189153.45,1
6189343,6189343,4,1131750.38,1131750.38,0.0,0.0,0.0,1
6189344,6189344,1,1131750.38,1131750.38,0.0,313070.53,1444820.92,1
6190127,6190127,4,272637.22,272637.22,0.0,0.0,0.0,1
6190128,6190128,1,272637.22,272637.22,0.0,1236830.95,1509468.17,1
6190348,6190348,4,972723.96,972723.96,0.0,0.0,0.0,1
6190349,6190349,1,972723.96,972723.96,0.0,0.0,972723.96,1
6191302,6191302,4,1889351.63,1889351.63,0.0,0.0,0.0,1
6191303,6191303,1,1889351.63,1889351.63,0.0,12129494.24,14018845.86,1
6191329,6191329,4,1065787.82,1065787.82,0.0,0.0,0.0,1
6191330,6191330,1,1065787.82,1065787.82,0.0,134877.24,1200665.06,1
6193322,6193322,4,406864.17,406864.17,0.0,0.0,0.0,1
6193323,6193323,1,406864.17,406864.17,0.0,8181429.01,8588293.18,1
6194190,6194190,4,151715.39,151715.39,0.0,0.0,0.0,1
6194191,6194191,1,151715.39,151715.39,0.0,1091370.69,1243086.09,1
6194192,6194192,4,2000718.2,2000718.2,0.0,0.0,0.0,1
6194193,6194193,1,2000718.2,2000718.2,0.0,10984451.39,12985169.59,1
6194194,6194194,4,82504.16,82504.16,0.0,0.0,0.0,1
6194195,6194195,1,82504.16,82504.16,0.0,190860.62,273364.78,1
6194196,6194196,4,1351104.53,1351104.53,0.0,0.0,0.0,1
6194197,6194197,1,1351104.53,1351104.53,0.0,0.0,1351104.53,1
6194198,6194198,4,210952.24,210952.24,0.0,0.0,0.0,1
6194199,6194199,1,210952.24,210952.24,0.0,21234.55,232186.8,1
6194200,6194200,4,1068952.42,1068952.42,0.0,0.0,0.0,1
6194201,6194201,1,1068952.42,1068952.42,0.0,0.0,1068952.42,1
6194202,6194202,4,262960.23,262960.23,0.0,0.0,0.0,1
6194203,6194203,1,262960.23,262960.23,0.0,0.0,262960.23,1
6194204,6194204,4,340665.18,340665.18,0.0,0.0,0.0,1
6194205,6194205,1,340665.18,340665.18,0.0,422032.78,762697.96,1
6194206,6194206,4,161016.65,161016.65,0.0,0.0,0.0,1
6194207,6194207,1,161016.65,161016.65,0.0,92806.24,253822.89,1
6194797,6194797,4,1298609.73,1298609.73,0.0,0.0,0.0,1
6194798,6194798,1,1298609.73,1298609.73,0.0,0.0,1298609.73,1
6196334,6196334,4,457789.14,457789.14,0.0,0.0,0.0,1
6196335,6196335,1,457789.14,457789.14,0.0,0.0,457789.14,1
6196490,6196490,4,182927.08,182927.08,0.0,0.0,0.0,1
6196491,6196491,1,182927.08,182927.08,0.0,0.0,182927.08,1
6196589,6196589,4,438139.79,438139.79,0.0,0.0,0.0,1
6196590,6196590,1,438139.79,438139.79,0.0,3276649.54,3714789.33,1
6198454,6198454,4,58863.89,58863.89,0.0,0.0,0.0,1
6198455,6198455,1,58863.89,58863.89,0.0,37515.88,96379.78,1
6200003,6200003,4,56125.55,56125.55,0.0,0.0,0.0,1
6200004,6200004,1,56125.55,56125.55,0.0,157761.5,213887.05,1
6200309,6200309,4,1489916.19,1489916.19,0.0,0.0,0.0,1
6200310,6200310,1,1489916.19,1489916.19,0.0,3239862.61,4729778.79,1
